city,zone,rainfall_mm,drainage_capacity,population_density,traffic_index,road_condition_rating,critical_infrastructure_count,rainfall,drainage_capacity_pct,population,traffic,road_condition,critical_infrastructure,drainage_overflow_ratio,road_vulnerability,flood_risk_score,flood_risk_target,target
Bengaluru,Silk Board,16.37,67.22,17257,81.53,5.29,3,16.37,67.22,17257,81.53,5.29,3,0.2435,0.4713,0.3954,0,0
Bengaluru,Mahadevapura,98.83,60.62,42747,86.43,6.34,3,98.83,60.62,42747,86.43,6.34,3,1.6302,0.3657,0.9564,1,1
Bengaluru,Silk Board,26.61,60.84,62377,88.75,8.36,5,26.61,60.84,62377,88.75,8.36,5,0.4374,0.164,0.5266,0,0
Bengaluru,Bellandur Catchment,80.43,29.69,48002,74.34,3.32,7,80.43,29.69,48002,74.34,3.32,7,2.7086,0.668,0.98,1,1
Bengaluru,Bellandur Catchment,72.73,39.72,17100,86.83,4.33,7,72.73,39.72,17100,86.83,4.33,7,1.8311,0.567,0.98,1,1
Bengaluru,Silk Board,99.52,43.16,51021,70.4,6.99,2,99.52,43.16,51021,70.4,6.99,2,2.3057,0.3013,0.98,1,1
Bengaluru,HSR Layout Sector 6,15.07,46.87,59864,72.16,7.26,2,15.07,46.87,59864,72.16,7.26,2,0.3214,0.2743,0.3952,0,0
Bengaluru,Mahadevapura,79.96,29.2,66374,91.48,3.66,7,79.96,29.2,66374,91.48,3.66,7,2.7384,0.6339,0.98,1,1
Bengaluru,Mahadevapura,12.13,41.13,55992,88.82,4.23,2,12.13,41.13,55992,88.82,4.23,2,0.295,0.5772,0.4876,0,0
Bengaluru,Mahadevapura,116.92,62.16,19426,92.36,6.33,6,116.92,62.16,19426,92.36,6.33,6,1.881,0.3666,0.98,1,1
Bengaluru,Bellandur Catchment,28.52,74.47,17204,69.62,5.66,5,28.52,74.47,17204,69.62,5.66,5,0.383,0.4338,0.4001,0,0
Bengaluru,Bellandur Catchment,130.41,38.15,41423,98.66,5.99,5,130.41,38.15,41423,98.66,5.99,5,3.418,0.4005,0.98,1,1
Bengaluru,Bellandur Catchment,54.47,37.4,22659,84.17,7.93,2,54.47,37.4,22659,84.17,7.93,2,1.4565,0.2072,0.8777,1,1
Bengaluru,Mahadevapura,129.37,54.0,69254,66.39,6.54,2,129.37,54.0,69254,66.39,6.54,2,2.3957,0.3464,0.98,1,1
Bengaluru,Silk Board,125.2,43.55,38989,78.33,7.9,2,125.2,43.55,38989,78.33,7.9,2,2.8747,0.2104,0.98,1,1
Bengaluru,Bellandur Catchment,10.95,59.7,62562,61.74,5.29,7,10.95,59.7,62562,61.74,5.29,7,0.1835,0.4714,0.4361,0,0
Bengaluru,Mahadevapura,102.55,44.48,36625,86.51,3.42,7,102.55,44.48,36625,86.51,3.42,7,2.3052,0.6581,0.98,1,1
Bengaluru,Mahadevapura,15.34,34.12,81652,78.77,7.94,5,15.34,34.12,81652,78.77,7.94,5,0.4496,0.2063,0.4874,0,0
Bengaluru,Silk Board,26.66,79.72,62153,93.3,4.33,7,26.66,79.72,62153,93.3,4.33,7,0.3344,0.5669,0.537,0,0
Bengaluru,HSR Layout Sector 6,130.97,64.14,30449,80.38,4.21,6,130.97,64.14,30449,80.38,4.21,6,2.0418,0.5795,0.98,1,1
Bengaluru,Silk Board,121.8,34.69,45873,60.55,7.56,6,121.8,34.69,45873,60.55,7.56,6,3.5115,0.2438,0.98,1,1
Bengaluru,Bellandur Catchment,127.59,46.6,33793,78.6,6.95,7,127.59,46.6,33793,78.6,6.95,7,2.7378,0.3049,0.98,1,1
Bengaluru,Silk Board,65.72,67.97,70388,79.46,3.07,3,65.72,67.97,70388,79.46,3.07,3,0.9669,0.6933,0.7596,1,1
Bengaluru,HSR Layout Sector 6,37.81,59.89,33601,72.55,7.66,4,37.81,59.89,33601,72.55,7.66,4,0.6313,0.2336,0.5584,1,1
Bengaluru,Bellandur Catchment,62.13,26.6,81732,64.62,4.59,4,62.13,26.6,81732,64.62,4.59,4,2.3353,0.5411,0.98,1,1
Bengaluru,Silk Board,102.54,45.44,24171,63.54,3.18,4,102.54,45.44,24171,63.54,3.18,4,2.2563,0.6821,0.98,1,1
Bengaluru,Silk Board,64.03,40.16,68521,98.71,5.12,6,64.03,40.16,68521,98.71,5.12,6,1.5947,0.4875,0.98,1,1
Bengaluru,Bellandur Catchment,119.71,73.25,45099,63.97,5.78,4,119.71,73.25,45099,63.97,5.78,4,1.6342,0.4217,0.9435,1,1
Bengaluru,Silk Board,14.73,26.98,79789,93.8,4.55,6,14.73,26.98,79789,93.8,4.55,6,0.5461,0.5446,0.6892,1,1
Bengaluru,HSR Layout Sector 6,80.54,53.42,81668,73.77,7.92,3,80.54,53.42,81668,73.77,7.92,3,1.5077,0.2082,0.9077,1,1
Bengaluru,HSR Layout Sector 6,58.75,66.97,58798,78.58,5.74,5,58.75,66.97,58798,78.58,5.74,5,0.8773,0.4264,0.6707,1,1
Bengaluru,HSR Layout Sector 6,50.32,72.03,75315,84.81,5.0,3,50.32,72.03,75315,84.81,5.0,3,0.6986,0.4996,0.6026,1,1
Bengaluru,Mahadevapura,116.95,50.3,60095,61.86,7.0,6,116.95,50.3,60095,61.86,7.0,6,2.325,0.3003,0.98,1,1
Bengaluru,Mahadevapura,72.7,50.48,22415,71.31,8.12,7,72.7,50.48,22415,71.31,8.12,7,1.4402,0.1879,0.929,1,1
Bengaluru,Silk Board,103.09,25.0,18832,62.39,4.99,2,103.09,25.0,18832,62.39,4.99,2,4.1235,0.5008,0.98,1,1
Bengaluru,Mahadevapura,117.34,27.85,35466,85.86,7.08,6,117.34,27.85,35466,85.86,7.08,6,4.2126,0.292,0.98,1,1
Bengaluru,Silk Board,61.39,41.66,50517,91.9,4.39,4,61.39,41.66,50517,91.9,4.39,4,1.4736,0.561,0.9768,1,1
Bengaluru,Mahadevapura,131.54,47.32,42127,89.74,5.98,2,131.54,47.32,42127,89.74,5.98,2,2.7801,0.4016,0.98,1,1
Bengaluru,HSR Layout Sector 6,19.54,54.95,18273,60.81,4.48,7,19.54,54.95,18273,60.81,4.48,7,0.3556,0.552,0.4696,0,0
Bengaluru,Bellandur Catchment,68.6,44.89,47920,65.07,6.08,2,68.6,44.89,47920,65.07,6.08,2,1.5279,0.3919,0.9277,1,1
Bengaluru,Silk Board,96.15,34.46,48872,96.38,7.55,4,96.15,34.46,48872,96.38,7.55,4,2.7899,0.2449,0.98,1,1
Bengaluru,Bellandur Catchment,98.64,72.39,34873,91.48,4.07,6,98.64,72.39,34873,91.48,4.07,6,1.3626,0.5926,0.9668,1,1
Bengaluru,Bellandur Catchment,50.81,78.82,16538,64.64,7.21,6,50.81,78.82,16538,64.64,7.21,6,0.6446,0.2794,0.5165,0,0
Bengaluru,Mahadevapura,68.67,52.87,48919,95.36,3.09,4,68.67,52.87,48919,95.36,3.09,4,1.299,0.6912,0.9733,1,1
Bengaluru,HSR Layout Sector 6,25.12,68.87,41400,97.84,5.41,5,25.12,68.87,41400,97.84,5.41,5,0.3648,0.4593,0.4895,0,0
Bengaluru,Bellandur Catchment,76.45,78.19,25578,76.75,4.7,7,76.45,78.19,25578,76.75,4.7,7,0.9777,0.5301,0.8694,1,1
Bengaluru,HSR Layout Sector 6,31.8,69.0,28794,97.15,4.25,4,31.8,69.0,28794,97.15,4.25,4,0.4608,0.5753,0.4875,0,0
Bengaluru,HSR Layout Sector 6,109.28,52.58,58526,72.2,8.14,3,109.28,52.58,58526,72.2,8.14,3,2.0781,0.1856,0.98,1,1
Bengaluru,HSR Layout Sector 6,129.4,59.54,68747,86.29,3.29,2,129.4,59.54,68747,86.29,3.29,2,2.1733,0.6715,0.98,1,1
Bengaluru,Silk Board,52.92,59.17,34552,76.79,7.83,6,52.92,59.17,34552,76.79,7.83,6,0.8944,0.2171,0.6403,1,1
Bengaluru,Bellandur Catchment,40.05,44.57,41049,68.01,5.1,2,40.05,44.57,41049,68.01,5.1,2,0.8986,0.4902,0.7141,1,1
Bengaluru,Mahadevapura,24.13,67.95,37931,70.84,4.52,3,24.13,67.95,37931,70.84,4.52,3,0.3551,0.548,0.4831,0,0
Bengaluru,Silk Board,129.21,28.71,70312,64.02,6.01,5,129.21,28.71,70312,64.02,6.01,5,4.5002,0.3987,0.98,1,1
Bengaluru,Bellandur Catchment,80.79,36.24,43230,70.31,4.13,2,80.79,36.24,43230,70.31,4.13,2,2.2291,0.5871,0.98,1,1
Bengaluru,Mahadevapura,42.65,40.81,19117,65.61,6.27,4,42.65,40.81,19117,65.61,6.27,4,1.0452,0.3726,0.6773,1,1
Bengaluru,HSR Layout Sector 6,65.7,30.07,31193,70.43,3.08,4,65.7,30.07,31193,70.43,3.08,4,2.1851,0.6917,0.98,1,1
Bengaluru,Bellandur Catchment,40.51,62.18,60800,80.5,4.37,3,40.51,62.18,60800,80.5,4.37,3,0.6515,0.5628,0.5985,1,1
Bengaluru,Bellandur Catchment,86.02,45.55,70276,75.92,3.08,5,86.02,45.55,70276,75.92,3.08,5,1.8888,0.6915,0.98,1,1
Bengaluru,Mahadevapura,40.78,49.76,16920,68.6,6.99,7,40.78,49.76,16920,68.6,6.99,7,0.8194,0.3009,0.6385,1,1
Kolkata,Park Street Canal,99.45,37.41,108513,49.35,6.12,3,99.45,37.41,108513,49.35,6.12,3,2.6584,0.3884,0.98,1,1
Kolkata,Park Street Canal,124.39,51.78,32426,79.0,2.05,6,124.39,51.78,32426,79.0,2.05,6,2.4024,0.795,0.98,1,1
Kolkata,Central Avenue,104.01,24.18,40278,54.37,6.83,6,104.01,24.18,40278,54.37,6.83,6,4.3013,0.3174,0.98,1,1
Kolkata,Ultadanga Subway,18.75,31.02,51869,57.73,3.36,5,18.75,31.02,51869,57.73,3.36,5,0.6044,0.6638,0.6528,1,1
Kolkata,Central Avenue,90.83,41.77,64397,89.72,6.61,8,90.83,41.77,64397,89.72,6.61,8,2.1748,0.3388,0.98,1,1
Kolkata,Ultadanga Subway,119.52,56.97,44924,81.98,4.19,8,119.52,56.97,44924,81.98,4.19,8,2.0979,0.5814,0.98,1,1
Kolkata,Central Avenue,52.02,49.68,53248,88.28,5.21,3,52.02,49.68,53248,88.28,5.21,3,1.047,0.4786,0.8092,1,1
Kolkata,Ultadanga Subway,49.14,31.58,48257,82.01,4.5,7,49.14,31.58,48257,82.01,4.5,7,1.5562,0.5501,0.98,1,1
Kolkata,Central Avenue,69.31,34.91,68506,89.01,2.35,4,69.31,34.91,68506,89.01,2.35,4,1.985,0.7648,0.98,1,1
Kolkata,Ultadanga Subway,52.13,34.98,37352,54.45,5.25,7,52.13,34.98,37352,54.45,5.25,7,1.4905,0.4754,0.9297,1,1
Kolkata,Park Street Canal,28.38,49.4,43261,45.54,4.25,8,28.38,49.4,43261,45.54,4.25,8,0.5746,0.5752,0.5567,1,1
Kolkata,Central Avenue,29.21,38.24,65529,89.3,6.11,5,29.21,38.24,65529,89.3,6.11,5,0.7638,0.3893,0.683,1,1
Kolkata,Ultadanga Subway,117.34,15.36,32187,56.75,4.83,3,117.34,15.36,32187,56.75,4.83,3,7.6403,0.5167,0.98,1,1
Kolkata,MG Road,109.3,18.45,99463,82.1,3.69,7,109.3,18.45,99463,82.1,3.69,7,5.9246,0.6307,0.98,1,1
Kolkata,Central Avenue,49.48,25.43,53408,49.82,4.16,5,49.48,25.43,53408,49.82,4.16,5,1.9457,0.584,0.98,1,1
Kolkata,MG Road,78.9,23.72,62854,84.38,6.72,5,78.9,23.72,62854,84.38,6.72,5,3.3257,0.3277,0.98,1,1
Kolkata,MG Road,35.37,45.31,53199,77.62,3.26,7,35.37,45.31,53199,77.62,3.26,7,0.7805,0.6737,0.7152,1,1
Kolkata,MG Road,109.06,53.83,71605,82.1,3.63,8,109.06,53.83,71605,82.1,3.63,8,2.0259,0.6368,0.98,1,1
Kolkata,Park Street Canal,88.93,20.33,76313,73.56,3.35,8,88.93,20.33,76313,73.56,3.35,8,4.3747,0.6651,0.98,1,1
Kolkata,Ultadanga Subway,44.74,24.88,84935,73.97,5.06,3,44.74,24.88,84935,73.97,5.06,3,1.7984,0.4937,0.98,1,1
Kolkata,Central Avenue,67.31,48.91,60049,64.36,6.79,4,67.31,48.91,60049,64.36,6.79,4,1.3761,0.3212,0.7768,1,1
Kolkata,MG Road,82.63,20.19,101088,68.3,7.13,4,82.63,20.19,101088,68.3,7.13,4,4.092,0.2868,0.98,1,1
Kolkata,Central Avenue,128.75,24.19,30192,45.85,6.36,3,128.75,24.19,30192,45.85,6.36,3,5.3215,0.364,0.98,1,1
Kolkata,Ultadanga Subway,75.23,40.23,66468,55.43,5.93,3,75.23,40.23,66468,55.43,5.93,3,1.87,0.4069,0.98,1,1
Kolkata,Park Street Canal,121.19,51.96,44671,54.56,2.7,8,121.19,51.96,44671,54.56,2.7,8,2.3322,0.7299,0.98,1,1
Kolkata,MG Road,82.51,37.98,79810,85.18,6.85,5,82.51,37.98,79810,85.18,6.85,5,2.1727,0.3146,0.98,1,1
Kolkata,MG Road,117.05,55.58,81759,54.77,2.23,8,117.05,55.58,81759,54.77,2.23,8,2.106,0.7769,0.98,1,1
Kolkata,Park Street Canal,38.08,48.44,55307,70.64,7.4,4,38.08,48.44,55307,70.64,7.4,4,0.7861,0.2601,0.6458,1,1
Kolkata,Ultadanga Subway,44.41,57.41,56946,55.35,3.93,5,44.41,57.41,56946,55.35,3.93,5,0.7734,0.6072,0.6303,1,1
Kolkata,Ultadanga Subway,61.94,35.89,32890,75.87,5.9,5,61.94,35.89,32890,75.87,5.9,5,1.7257,0.4102,0.98,1,1
Kolkata,Park Street Canal,76.47,15.24,47889,81.32,5.02,3,76.47,15.24,47889,81.32,5.02,3,5.0178,0.4984,0.98,1,1
Kolkata,Park Street Canal,112.35,41.27,64660,69.49,3.93,4,112.35,41.27,64660,69.49,3.93,4,2.7224,0.6074,0.98,1,1
Kolkata,Ultadanga Subway,36.57,23.77,64693,80.25,7.0,5,36.57,23.77,64693,80.25,7.0,5,1.5384,0.3005,0.94,1,1
Kolkata,MG Road,98.07,55.01,74516,70.46,6.17,6,98.07,55.01,74516,70.46,6.17,6,1.7828,0.383,0.98,1,1
Kolkata,Central Avenue,64.05,41.48,68712,56.35,3.18,8,64.05,41.48,68712,56.35,3.18,8,1.544,0.6818,0.98,1,1
Kolkata,Central Avenue,130.3,37.82,51839,48.62,5.83,6,130.3,37.82,51839,48.62,5.83,6,3.4454,0.4171,0.98,1,1
Kolkata,Central Avenue,116.12,27.24,58453,70.06,5.5,5,116.12,27.24,58453,70.06,5.5,5,4.2633,0.4498,0.98,1,1
Kolkata,Central Avenue,43.58,38.79,67019,66.77,3.53,5,43.58,38.79,67019,66.77,3.53,5,1.1234,0.6468,0.7799,1,1
Kolkata,Ultadanga Subway,113.65,51.97,54031,80.76,3.03,6,113.65,51.97,54031,80.76,3.03,6,2.1867,0.6968,0.98,1,1
Kolkata,Central Avenue,103.77,31.58,45899,55.21,4.55,8,103.77,31.58,45899,55.21,4.55,8,3.2863,0.5448,0.98,1,1
Kolkata,Park Street Canal,123.98,50.27,32103,54.45,4.83,7,123.98,50.27,32103,54.45,4.83,7,2.4663,0.5172,0.98,1,1
Kolkata,Ultadanga Subway,141.51,52.14,97914,83.2,5.89,8,141.51,52.14,97914,83.2,5.89,8,2.7139,0.4112,0.98,1,1
Kolkata,Park Street Canal,100.63,15.26,53386,56.35,2.22,7,100.63,15.26,53386,56.35,2.22,7,6.5956,0.7778,0.98,1,1
Kolkata,MG Road,31.52,16.01,91114,84.91,4.23,8,31.52,16.01,91114,84.91,4.23,8,1.9689,0.5767,0.98,1,1
Kolkata,Ultadanga Subway,17.0,15.77,63687,74.32,6.19,5,17.0,15.77,63687,74.32,6.19,5,1.0778,0.3807,0.7232,1,1
Kolkata,Central Avenue,86.55,43.11,106312,48.26,5.51,5,86.55,43.11,106312,48.26,5.51,5,2.0078,0.4489,0.98,1,1
Kolkata,Ultadanga Subway,88.51,40.63,41094,88.62,7.11,6,88.51,40.63,41094,88.62,7.11,6,2.1787,0.289,0.98,1,1
Kolkata,MG Road,95.4,36.12,52164,91.11,5.57,3,95.4,36.12,52164,91.11,5.57,3,2.6414,0.4428,0.98,1,1
Kolkata,Central Avenue,21.78,35.46,82113,62.03,6.75,5,21.78,35.46,82113,62.03,6.75,5,0.614,0.325,0.5503,1,1
Kolkata,MG Road,95.22,17.45,30570,77.77,5.57,4,95.22,17.45,30570,77.77,5.57,4,5.4574,0.4432,0.98,1,1
Kolkata,Ultadanga Subway,91.11,23.07,91845,66.39,5.67,7,91.11,23.07,91845,66.39,5.67,7,3.9492,0.4327,0.98,1,1
Kolkata,Central Avenue,36.56,15.86,42192,73.66,5.85,6,36.56,15.86,42192,73.66,5.85,6,2.3047,0.4152,0.98,1,1
Kolkata,Central Avenue,83.06,36.98,35213,86.44,5.21,3,83.06,36.98,35213,86.44,5.21,3,2.246,0.4785,0.98,1,1
Kolkata,Central Avenue,96.61,18.54,54519,49.46,5.27,6,96.61,18.54,54519,49.46,5.27,6,5.2121,0.4733,0.98,1,1
Kolkata,Central Avenue,131.29,42.73,69350,86.5,5.62,7,131.29,42.73,69350,86.5,5.62,7,3.0723,0.4375,0.98,1,1
Kolkata,Ultadanga Subway,127.53,23.85,33327,82.72,7.48,6,127.53,23.85,33327,82.72,7.48,6,5.3475,0.2515,0.98,1,1
Kolkata,Ultadanga Subway,138.62,35.93,57230,81.47,2.7,6,138.62,35.93,57230,81.47,2.7,6,3.8585,0.7296,0.98,1,1
Kolkata,Ultadanga Subway,70.29,32.82,65903,86.92,3.68,8,70.29,32.82,65903,86.92,3.68,8,2.1419,0.6317,0.98,1,1
Kolkata,Park Street Canal,36.35,36.37,99681,57.62,2.56,6,36.35,36.37,99681,57.62,2.56,6,0.9994,0.7445,0.821,1,1
Kolkata,Ultadanga Subway,33.7,58.79,95149,52.8,2.63,6,33.7,58.79,95149,52.8,2.63,6,0.5733,0.7371,0.6589,1,1
Kolkata,Central Avenue,95.08,24.89,85863,51.09,3.41,3,95.08,24.89,85863,51.09,3.41,3,3.8206,0.6589,0.98,1,1
Kolkata,Park Street Canal,100.6,17.82,74825,83.02,2.81,8,100.6,17.82,74825,83.02,2.81,8,5.6466,0.7192,0.98,1,1
Kolkata,Ultadanga Subway,104.75,42.77,53741,51.45,5.19,8,104.75,42.77,53741,51.45,5.19,8,2.4488,0.4806,0.98,1,1
Kolkata,Park Street Canal,94.25,27.31,76525,86.14,4.43,4,94.25,27.31,76525,86.14,4.43,4,3.4506,0.557,0.98,1,1
Kolkata,MG Road,59.08,39.63,84219,81.52,6.74,7,59.08,39.63,84219,81.52,6.74,7,1.4909,0.3258,0.9056,1,1
Kolkata,MG Road,112.18,57.32,94729,54.17,4.69,3,112.18,57.32,94729,54.17,4.69,3,1.957,0.5308,0.98,1,1
Kolkata,Ultadanga Subway,98.58,20.27,50527,64.12,3.81,6,98.58,20.27,50527,64.12,3.81,6,4.8642,0.6195,0.98,1,1
Kolkata,Ultadanga Subway,111.83,20.67,64700,86.82,6.5,8,111.83,20.67,64700,86.82,6.5,8,5.4103,0.3502,0.98,1,1
Kolkata,Central Avenue,125.44,33.12,76151,62.49,5.64,8,125.44,33.12,76151,62.49,5.64,8,3.7869,0.4361,0.98,1,1
Kolkata,Ultadanga Subway,87.5,23.34,105485,85.15,4.7,8,87.5,23.34,105485,85.15,4.7,8,3.7494,0.5301,0.98,1,1
Kolkata,MG Road,88.23,40.14,93293,51.72,4.06,5,88.23,40.14,93293,51.72,4.06,5,2.1978,0.594,0.98,1,1
Kolkata,Central Avenue,61.66,18.92,39018,84.72,6.38,8,61.66,18.92,39018,84.72,6.38,8,3.2596,0.3622,0.98,1,1
Kolkata,Park Street Canal,46.71,26.85,83772,74.3,5.3,3,46.71,26.85,83772,74.3,5.3,3,1.7398,0.4698,0.98,1,1
Kolkata,Park Street Canal,62.82,25.44,75536,71.05,3.1,4,62.82,25.44,75536,71.05,3.1,4,2.4691,0.6903,0.98,1,1
Kolkata,Ultadanga Subway,45.24,55.88,101128,78.02,5.38,8,45.24,55.88,101128,78.02,5.38,8,0.8097,0.4616,0.761,1,1
Kolkata,Central Avenue,80.14,46.68,69519,62.66,5.89,4,80.14,46.68,69519,62.66,5.89,4,1.7167,0.4105,0.98,1,1
Kolkata,Park Street Canal,43.8,45.15,61923,68.96,4.76,6,43.8,45.15,61923,68.96,4.76,6,0.97,0.5243,0.712,1,1
Kolkata,Central Avenue,85.0,34.72,64485,91.83,6.38,5,85.0,34.72,64485,91.83,6.38,5,2.4482,0.3622,0.98,1,1
Kolkata,Ultadanga Subway,74.14,49.8,108840,73.59,3.55,8,74.14,49.8,108840,73.59,3.55,8,1.4887,0.6454,0.98,1,1
Kolkata,Park Street Canal,63.23,51.07,46061,47.61,5.13,3,63.23,51.07,46061,47.61,5.13,3,1.2382,0.4873,0.8056,1,1
Kolkata,MG Road,86.85,56.81,75397,48.11,2.11,5,86.85,56.81,75397,48.11,2.11,5,1.5288,0.7895,0.9738,1,1
Kolkata,Central Avenue,26.12,27.73,43682,61.22,2.17,5,26.12,27.73,43682,61.22,2.17,5,0.942,0.7834,0.8072,1,1
Kolkata,Central Avenue,101.17,29.29,105301,89.52,6.87,6,101.17,29.29,105301,89.52,6.87,6,3.4541,0.3133,0.98,1,1
Kolkata,Central Avenue,50.24,27.67,81257,66.41,5.73,3,50.24,27.67,81257,66.41,5.73,3,1.8154,0.427,0.98,1,1
Kolkata,Central Avenue,115.9,27.52,85021,48.71,4.44,3,115.9,27.52,85021,48.71,4.44,3,4.2121,0.5565,0.98,1,1
Kolkata,Central Avenue,58.61,52.56,85755,53.73,4.05,6,58.61,52.56,85755,53.73,4.05,6,1.1152,0.5951,0.8138,1,1
Kolkata,Ultadanga Subway,35.67,41.78,106524,66.0,4.76,4,35.67,41.78,106524,66.0,4.76,4,0.8538,0.5242,0.6996,1,1
Kolkata,Park Street Canal,74.81,44.79,105033,75.43,3.5,5,74.81,44.79,105033,75.43,3.5,5,1.6704,0.6498,0.98,1,1
Kolkata,Central Avenue,123.73,31.05,107963,87.73,3.73,3,123.73,31.05,107963,87.73,3.73,3,3.9842,0.6274,0.98,1,1
Kolkata,Central Avenue,39.21,23.31,53929,73.38,6.75,6,39.21,23.31,53929,73.38,6.75,6,1.6821,0.3253,0.98,1,1
Kolkata,MG Road,29.85,45.7,70953,59.1,5.28,8,29.85,45.7,70953,59.1,5.28,8,0.6532,0.4722,0.5933,1,1
Kolkata,MG Road,35.88,20.25,46260,61.69,2.25,6,35.88,20.25,46260,61.69,2.25,6,1.7722,0.7751,0.98,1,1
Kolkata,Central Avenue,28.44,54.29,75927,75.88,6.94,4,28.44,54.29,75927,75.88,6.94,4,0.524,0.3059,0.5641,1,1
Kolkata,Central Avenue,56.5,15.49,85798,56.94,6.29,4,56.5,15.49,85798,56.94,6.29,4,3.6485,0.371,0.98,1,1
Kolkata,Park Street Canal,26.71,41.33,106996,48.16,5.27,3,26.71,41.33,106996,48.16,5.27,3,0.6462,0.4728,0.6732,1,1
Kolkata,Park Street Canal,19.12,44.64,48395,55.48,6.8,7,19.12,44.64,48395,55.48,6.8,7,0.4283,0.3198,0.3805,0,0
Kolkata,MG Road,46.27,34.06,71574,90.58,4.37,4,46.27,34.06,71574,90.58,4.37,4,1.3586,0.5628,0.98,1,1
Kolkata,Ultadanga Subway,29.69,16.23,84710,55.26,7.44,3,29.69,16.23,84710,55.26,7.44,3,1.83,0.2558,0.98,1,1
Kolkata,Central Avenue,129.01,48.53,73618,61.49,3.99,3,129.01,48.53,73618,61.49,3.99,3,2.6583,0.6006,0.98,1,1
Kolkata,MG Road,85.78,22.02,108672,61.84,7.02,5,85.78,22.02,108672,61.84,7.02,5,3.8952,0.2979,0.98,1,1
Kolkata,MG Road,88.21,49.28,79420,66.58,3.67,5,88.21,49.28,79420,66.58,3.67,5,1.7898,0.6332,0.98,1,1
Kolkata,Park Street Canal,30.07,57.02,95942,69.98,2.18,7,30.07,57.02,95942,69.98,2.18,7,0.5273,0.782,0.6049,1,1
Kolkata,Ultadanga Subway,98.36,58.7,35368,78.59,2.38,6,98.36,58.7,35368,78.59,2.38,6,1.6757,0.7624,0.98,1,1
Kolkata,Ultadanga Subway,80.06,49.81,45086,76.1,2.42,5,80.06,49.81,45086,76.1,2.42,5,1.6073,0.7578,0.98,1,1
Kolkata,Central Avenue,120.87,51.66,92780,65.59,6.95,4,120.87,51.66,92780,65.59,6.95,4,2.3398,0.3054,0.98,1,1
Kolkata,MG Road,71.4,48.75,91381,76.76,5.62,8,71.4,48.75,91381,76.76,5.62,8,1.4646,0.438,0.98,1,1
Kolkata,Park Street Canal,130.22,22.03,35313,71.18,3.27,5,130.22,22.03,35313,71.18,3.27,5,5.9103,0.6727,0.98,1,1
Kolkata,Ultadanga Subway,136.68,24.92,82999,47.36,4.56,4,136.68,24.92,82999,47.36,4.56,4,5.4848,0.5445,0.98,1,1
Kolkata,Central Avenue,110.55,38.91,68084,81.71,4.19,4,110.55,38.91,68084,81.71,4.19,4,2.8414,0.581,0.98,1,1
Kolkata,Ultadanga Subway,128.49,44.61,40589,70.39,6.65,8,128.49,44.61,40589,70.39,6.65,8,2.8801,0.3354,0.98,1,1
Kolkata,Central Avenue,46.9,52.99,80599,70.73,3.51,4,46.9,52.99,80599,70.73,3.51,4,0.8851,0.6491,0.7265,1,1
Kolkata,Park Street Canal,42.33,54.8,108270,57.78,2.04,3,42.33,54.8,108270,57.78,2.04,3,0.7725,0.7965,0.6712,1,1
Kolkata,MG Road,107.5,30.56,79877,83.56,4.42,3,107.5,30.56,79877,83.56,4.42,3,3.5176,0.5577,0.98,1,1
Kolkata,Park Street Canal,63.55,42.87,57386,81.67,7.49,6,63.55,42.87,57386,81.67,7.49,6,1.4823,0.2513,0.98,1,1
Kolkata,MG Road,53.67,23.91,108537,74.27,3.22,6,53.67,23.91,108537,74.27,3.22,6,2.2443,0.6775,0.98,1,1
Kolkata,Park Street Canal,131.45,49.93,64785,53.03,4.3,3,131.45,49.93,64785,53.03,4.3,3,2.6326,0.57,0.98,1,1
Kolkata,Central Avenue,64.92,19.51,55933,52.5,3.85,4,64.92,19.51,55933,52.5,3.85,4,3.3276,0.6154,0.98,1,1
Kolkata,Ultadanga Subway,44.84,52.36,70149,90.81,2.75,8,44.84,52.36,70149,90.81,2.75,8,0.8565,0.7255,0.7814,1,1
Kolkata,Ultadanga Subway,68.34,15.44,91922,46.35,5.21,8,68.34,15.44,91922,46.35,5.21,8,4.4274,0.4792,0.98,1,1
Kolkata,MG Road,115.0,28.79,52831,77.79,4.0,6,115.0,28.79,52831,77.79,4.0,6,3.9944,0.5997,0.98,1,1
Kolkata,Ultadanga Subway,82.99,40.47,109943,87.5,4.06,8,82.99,40.47,109943,87.5,4.06,8,2.0505,0.5939,0.98,1,1
Kolkata,Ultadanga Subway,21.42,34.18,58202,82.87,3.23,6,21.42,34.18,58202,82.87,3.23,6,0.6268,0.6766,0.6458,1,1
Kolkata,MG Road,94.56,27.93,52927,60.6,5.65,6,94.56,27.93,52927,60.6,5.65,6,3.3856,0.4355,0.98,1,1
Kolkata,Park Street Canal,111.4,47.74,99518,63.54,4.91,5,111.4,47.74,99518,63.54,4.91,5,2.3336,0.5085,0.98,1,1
Kolkata,MG Road,111.54,21.93,109507,79.49,3.91,4,111.54,21.93,109507,79.49,3.91,4,5.0872,0.6094,0.98,1,1
Kolkata,Central Avenue,30.95,22.71,50323,72.49,3.86,4,30.95,22.71,50323,72.49,3.86,4,1.3628,0.6144,0.9478,1,1
Kolkata,MG Road,58.79,30.18,96467,50.74,2.61,8,58.79,30.18,96467,50.74,2.61,8,1.9481,0.7389,0.98,1,1
